rs_school_emis_code,sc_total_exp_current_year,sc_balance,total_funds_available
33110182,51500,232153,283653
33110183,30000,74434,104434
33110186,45000,85003,130003
33110190,119282,26157,145439
33110191,2500,113390,115890
33110192,22030,79566,101596
33110193,4437,171296,175733
33110195,0,92999,92999
33110196,11700,234334,246034
33110197,110246,283761,394007
33110198,0,380633,380633
33110199,0,395626,395626
33110200,0,145685,145685
33110202,0,768823,768823
33110203,11351,112600,123951
33110204,0,199269,199269
33110207,0,419258,419258
33110208,0,120712,120712
33110209,35000,45015,80015
33110210,20974,189910,210884
33110211,0,110827,110827
33110213,56340,351632,407972
33110214,4360,187946,192306
33110216,158508,61400,219908
33110218,0,350218,350218
33110219,31035,52736,83771
33110220,2880,164197,167077
33110221,27936,333509,361445
33110224,93262,309829,403091
33110225,2200,190510,192710
33110226,58000,312534,370534
33110227,1215900,972196,2188096
33110228,0,87200,87200
33110229,123765,414822,538587
33110230,5000,81751,86751
33110232,7608,553682,561290
33110233,21077,137387,158464
33110234,631781,27334,659115
33110235,45000,86031,131031
33110236,76433,190916,267349
33110237,21488,94207,115695
33110238,74280,91657,165937
33110239,0,288951,288951
33110240,213531,578900,792431
33110241,48000,154785,202785
33110242,12348,55651,67999
33110243,141960,241432,383392
33110244,4450,127793,132243
33110245,0,314408,314408
33110246,0,421586,421586
33110247,32396,254578,286974
33110248,221699,512684,734383
33110249,0,1466067,1466067
33110250,0,320839,320839
33110252,0,615475,615475
33110253,5000,293031,298031
33110254,35521,391838,427359
33110255,0,296304,296304
33110257,0,272877,272877
33110258,70821,272230,343051
33110259,0,214568,214568
33110260,99017,262195,361212
33110262,90,112348,112438
33110263,10088,116061,126149
33110265,0,709800,709800
33110266,0,517773,517773
33110267,0,345218,345218
33110268,50000,276189,326189
33110269,17370,22833,40203
33110270,0,166702,166702
33110271,45000,969357,1014357
33110272,89699,179966,269665
33110273,78788,443484,522272
33110274,142339,94490,236829
33110275,0,513997,513997
33110276,150000,304835,454835
33110277,0,482151,482151
33110278,0,562483,562483
33110279,9000,356756,365756
33110280,0,2000,2000
33110281,247775,1331,249106
33110282,185139,128694,313833
33110283,13242,183501,196743
33110285,0,452128,452128
33110286,0,437590,437590
33110288,0,459245,459245
33110289,0,273584,273584
33110291,111664,201844,313508
33110292,0,76947,76947
33110293,24077,150669,174746
33110294,0,195633,195633
33110295,0,365549,365549
33110296,0,130792,130792
33110297,29000,273364,302364
33110298,49208,109280,158488
33110300,5148,211529,216677
33110301,979620,0,979620
33110302,771438,261910,1033348
33110303,226475,57701,284176
33110305,153837,138873,292710
33110306,91676,136802,228478
33110307,0,728240,728240
33110308,0,282916,282916
33110309,139949,120051,260000
33110310,390,434019,434409
33110311,188956,20093,209049
33110312,223486,222221,445707
33110313,0,470539,470539
33110314,50512,474074,524586
33110315,195272,1438825,1634097
33110316,244621,402852,647473
33110317,0,494665,494665
33110318,241198,200334,441532
33110319,606828,9077,615905
33110321,0,426396,426396
33110322,190586,497229,687815
33110323,35,1218127,1218162
33110324,36000,789891,825891
33110325,0,855699,855699
33110326,189510,260670,450180
33110327,123300,201022,324322
33110328,54025,304022,358047
33110329,237088,569941,807029
33110330,0,126430,126430
33110331,123463,1264,124727
33110332,51119,251443,302562
33110333,314726,632411,947137
33110334,1016646,8093,1024739
33110335,405673,104121,509794
33110336,150000,687717,837717
33110337,0,462315,462315
33110338,0,729090,729090
33110340,78680,379617,458297
33110341,0,636978,636978
33110342,76322,253155,329477
33110343,0,999662,999662
33110344,14660,399023,413683
33110345,0,415907,415907
33110346,334310,33000,367310
33110347,0,551560,551560
33110348,20500,267385,287885
33110349,0,673272,673272
33110350,0,464042,464042
33110351,0,393480,393480
33110352,351698,11459,363157
33110353,0,529535,529535
33110354,468268,98,468366
33110355,280736,782857,1063593
33110356,0,351294,351294
33110357,76635,972444,1049079
33110358,0,529531,529531
33110359,94180,743074,837254
33110360,47094,249875,296969
33110361,0,783010,783010
33110362,0,836559,836559
33110363,420242,1007047,1427289
33110364,0,894721,894721
33110365,0,755180,755180
33110366,68544,129888,198432
33110367,116715,78961,195676
33110368,0,377725,377725
33110369,237697,204554,442251
33110370,0,1060318,1060318
33110371,268567,27750,296317
33110372,222919,12,222931
33110373,64674,507921,572595
33110374,0,438147,438147
33110375,0,335273,335273
33110376,0,679525,679525
33110377,296311,845544,1141855
33110378,0,320525,320525
33110379,0,1834333,1834333
33110380,0,715120,715120
33110381,0,511400,511400
33110401,0,139673,139673
33110402,0,208635,208635
33110404,205000,4216,209216
33110407,0,113831,113831
33110408,0,0,1333
33110424,0,0,0
33110616,9700,148175,157875
33120002,0,103517,103517
33120003,170000,7499,177499
33120007,15000,440,15440
33120009,0,241534,241534
33120011,0,31747,31747
33120013,0,52053,52053
33120019,0,31572,31572
33120038,0,1642,1642
33120040,0,486,486
33120047,0,1109,1109
33120048,800,55601,56401
33120049,5000,65215,70215
33120051,50000,492086,542086
33120054,0,1159,1159
33120055,85000,120338,205338
33120058,0,48,48
33120059,3000,93988,96988
33120060,30000,106262,136262
33120061,1000,135465,136465
33120063,0,66296,66296
33120064,49500,168216,217716
33120065,3000,87211,90211
33120070,0,186919,186919
33120071,0,470493,470493
33120072,0,57424,57424
33120073,16000,130617,146617
33120074,0,11058,11058
33120075,0,1037,1037
33120076,0,515248,515248
33120077,0,49,49
33120078,0,158,158
33120083,0,74924,74924
33120085,75000,131502,206502
33120086,0,71260,71260
33120087,0,105351,105351
33120089,0,38118,38118
33120090,13500,487,13987
33120092,9730,229640,239370
33120093,38800,146992,185792
33120094,5000,5675,10675
33120098,19358,10969,30327
33120100,0,68179,68179
33120103,0,117906,117906
33120104,50000,91363,141363
33120105,150000,536324,686324
33120106,15000,78156,93156
33120107,20000,106279,126279
33120108,6459,107633,114092
33120109,50000,62350,112350
33120110,0,242818,242818
33120112,0,63,63
33120113,25500,21140,46640
33120115,0,74600,74600
33120116,0,79525,79525
33120117,0,84,84
33120120,27184,277797,304981
33120122,0,115276,115276
33120123,0,100809,100809
33120124,0,175532,175532
33120127,4500,10822,15322
33120129,0,48558,48558
33120130,0,11,11
33120132,9865,196109,205974
33120133,30000,57491,87491
33120134,0,145191,145191
33120136,0,110882,110882
33120137,0,68076,68076
33120138,5100,49931,55031
33120139,0,192902,192902
33120140,0,73401,73401
33120141,40000,25084,65084
33120142,0,41099,41099
33120143,0,114654,114654
33120144,0,72996,72996
33120145,0,18897,18897
33120146,7000,45682,52682
33120147,0,20981,20981
33120148,0,1185,1185
33120149,10000,117743,127743
33120150,0,45596,45596
33120151,0,88357,88357
33120153,0,153296,153296
33120154,2350,76964,79314
33120156,0,78749,78749
33120157,0,73755,73755
33120158,0,95216,95216
33120159,23000,51680,74680
33120160,0,763,763
33120161,0,92013,92013
33120162,55000,1400,56400
33120163,0,64032,64032
33120164,0,108078,108078
33120165,0,45389,45389
33120166,0,98722,98722
33120167,0,93276,93276
33120170,0,49370,49370
33120172,49000,13231,62231
33120173,0,90930,90930
33120174,162000,59988,221988
33120175,0,71825,71825
33120176,0,235199,235199
33120178,0,17534,17534
33120179,0,74000,74000
33120180,0,83101,83101
33120181,0,845,845
33120182,0,297,297
33120183,0,44843,44843
33120184,10000,45115,55115
33120185,0,248,248
33120188,22011,229316,251327
33120189,88000,119246,207246
33120190,0,100631,100631
33120191,20000,93142,113142
33120192,0,41112,41112
33120193,0,1483,1483
33120194,0,59465,59465
33120195,0,19075,19075
33120196,0,56628,56628
33120197,6000,251383,257383
33120198,11000,191544,202544
33120199,55000,51696,106696
33120201,0,76240,76240
33120202,6000,100965,106965
33120203,100000,110509,210509
33120205,0,108429,108429
33120206,74000,56612,130612
33120207,14000,24274,38274
33120209,0,114319,114319
33120210,231615,19753,251368
33120212,0,487847,487847
33120214,0,51250,51250
33120215,0,686,686
33120216,0,143295,143295
33120218,0,629,629
33120219,0,577,577
33120220,0,39700,39700
33120222,50000,79796,129796
33120223,0,60403,60403
33120226,45000,114166,159166
33120227,0,0,0
33120229,43000,32400,75400
33120230,0,119635,119635
33120231,0,42150,42150
33120232,0,1122,1122
33120234,25000,50000,75000
33120235,0,108023,108023
33120237,0,147600,147600
33120238,0,60963,60963
33120239,20000,75876,95876
33120240,35540,54420,89960
33120241,0,30055,30055
33120242,50000,77394,127394
33120243,0,93587,93587
33120244,0,150308,150308
33120248,3000,70276,73276
33120251,0,55104,55104
33120253,20000,104300,124300
33120254,0,92444,92444
33120255,0,39676,39676
33120256,7000,48452,55452
33120257,290,107121,107411
33120258,0,18443,18443
33120259,1392,44075,45467
33120260,0,54,54
33120261,3000,68245,71245
33120262,0,137794,137794
33120263,0,64927,64927
33120264,20290,122473,142763
33120265,15000,134231,149231
33120267,0,122277,122277
33120269,42365,205271,247636
33120270,0,68826,68826
33120271,10000,451,10451
33120272,166500,5394,171894
33120273,0,140015,140015
33120274,30000,63088,93088
33120276,50000,188600,238600
33120278,47300,122464,169764
33120280,6000,94286,100286
33120281,16000,99150,115150
33120282,16000,3075,19075
33120283,5000,66066,71066
33120284,4000,266,4266
33120286,0,1386,1386
33120289,0,1631,1631
33120290,0,1125,1125
33120291,500,114,614
33120292,4000,988,4988
33120293,10000,38558,48558
33120294,0,790,790
33120295,45370,1212,46582
33120297,0,128526,128526
33120298,52000,106010,158010
33120299,28000,85102,113102
33120300,0,808,808
33120301,0,15258,15258
33120302,0,608,608
33120303,0,119752,119752
33120304,0,665,665
33120305,46800,528440,575240
33120306,5440,67968,73408
33120308,0,76,76
33120310,61518,57971,119489
33120311,85600,56129,141729
33120312,0,1169,1169
33120316,0,114800,114800
33120317,37000,1500,38500
33120318,0,54538,54538
33120319,0,54943,54943
33120321,0,17569,17569
33120322,0,76757,76757
33120324,0,0,0
33120325,0,103437,103437
33120326,1310,85805,87115
33120327,3000,76176,79176
33120328,0,92261,92261
33120329,0,343,343
33120331,0,0,0
33120335,66500,84364,150864
33120336,0,79495,79495
33120337,0,41106,41106
33120338,15500,147223,162723
33120339,20000,202912,222912
33120340,34000,55122,89122
33120341,0,91000,91000
33120342,50000,84420,134420
33120343,9623,13642,23265
33120344,0,127149,127149
33120345,0,42766,42766
33120346,0,2179,2179
33120348,0,90210,90210
33120349,10000,90677,100677
33120350,0,189152,189152
33120351,0,157407,157407
33120352,8950,188167,197117
33120355,31000,79736,110736
33120356,60000,42341,102341
33120357,0,85089,85089
33120358,0,0,0
33120359,0,77440,77440
33120360,0,0,0
33120361,115000,149064,264064
33120362,0,753,753
33120363,0,2693,2693
33120364,21247,21044,42291
33120365,0,713,713
33120366,289000,304,289304
33120367,77000,20214,97214
33120368,0,2,2
33120369,0,243998,243998
33120370,0,16619,16619
33120371,13500,1692,15192
33120372,7000,477335,484335
33120373,106000,286732,392732
33120374,0,229779,229779
33120375,0,74587,74587
33120377,0,41,41
33120378,0,211416,211416
33120380,0,139900,139900
33120381,9657,85123,94780
33120382,3500,200,3700
33120383,60000,175,60175
33120384,12000,257611,269611
33120385,20000,1957,21957
33120386,19435,261036,280471
33120387,0,13002,13002
33120388,10000,45000,55000
33120389,0,139444,139444
33120393,0,104109,104109
33120396,55000,72587,127587
33120398,9000,865,9865
33120400,44000,44162,88162
33120402,0,34499,34499
33120403,30000,17029,47029
33120404,27000,89267,116267
33120405,0,43828,43828
33120406,20000,987,20987
33120407,17110,166183,183293
33120408,0,116961,116961
33120409,22184,48165,70349
33120410,0,6956,6956
33120411,0,126000,126000
33120412,0,108164,108164
33120413,0,0,0
33120414,0,0,0
33120415,0,182961,182961
33120416,0,163900,163900
33120417,20000,241832,261832
33120418,0,67374,67374
33120419,103600,157144,260744
33120420,10000,134879,144879
33120421,10000,149812,159812
33120422,30000,4239,34239
33120423,7400,134358,141758
33120425,36000,62975,98975
33120426,3000,154,3154
33120427,20000,127318,147318
33120428,0,0,0
33120429,122000,107470,229470
33120430,0,0,0
33120431,0,70,70
33120432,0,91735,91735
33120433,11000,8,11008
33120434,23000,113984,136984
33120435,3500,156550,160050
33120436,54100,155753,209853
33120438,20000,86019,106019
33120439,0,0,0
33120440,0,95659,95659
33120441,40000,68959,108959
33120442,28574,24418,52992
33120443,0,142426,142426
33120444,0,59406,59406
33120445,0,0,0
33120446,4500,243349,247849
33120447,0,22430,22430
33120448,5000,84896,89896
33120449,5000,10707,15707
33120452,0,492,492
33120454,0,96706,96706
33120455,0,87000,87000
33120456,0,933,933
33120457,4996,190588,195584
33120459,0,3635,3635
33120460,10000,60335,70335
33120461,3500,47170,50670
33120465,0,2746,2746
33120467,0,65837,65837
33120468,66838,52463,119301
33120469,0,153690,153690
33120470,0,173298,173298
33120471,16000,89754,105754
33120472,0,71273,71273
33120473,17848,37696,55544
33120474,0,255233,255233
33120475,0,117676,117676
33120477,70000,120784,190784
33120478,0,0,0
33120481,50000,26219,76219
33120483,0,119000,119000
33120486,46000,2768,48768
33120487,40000,48672,88672
33120489,10200,109383,119583
33120490,35000,65746,100746
33120491,13500,76727,90227
33120494,80000,86413,166413
33120495,0,542,542
33120497,10000,75412,85412
33120498,0,74785,74785
33120500,0,384,384
33120501,24207,23679,47886
33120502,0,42588,42588
33120503,0,966,966
33120504,0,0,0
33120505,0,755,755
33120506,0,0,0
33120507,0,970,970
33120508,46000,37971,83971
33120509,15000,28996,43996
33120511,5000,101353,106353
33120512,0,29144,29144
33120514,0,278,278
33120515,0,156088,156088
33120516,0,68151,68151
33120517,43000,101960,144960
33120518,0,214833,214833
33120519,0,0,0
33120520,12413,13453,25866
33120522,0,717,717
33120523,0,103279,103279
33120524,0,238833,238833
33120525,0,98335,98335
33120526,0,163272,163272
33120527,20000,58080,78080
33120528,22333,48544,70877
33120530,10000,119548,129548
33120532,0,55801,55801
33120533,0,37107,37107
33120534,0,102039,102039
33120535,0,33386,33386
33120536,0,56409,56409
